Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
30/09/2024 17:11:45,30/12/2024,"Demand - Cold, (excluding interconnector and storage)",331.550648292727,30/09/2024 16:11:46,
30/09/2024 17:11:45,31/12/2024,"Demand - Cold, (excluding interconnector and storage)",332.331293981909,30/09/2024 16:11:46,
30/09/2024 17:11:45,01/01/2025,"Demand - Cold, (excluding interconnector and storage)",321.651791511727,30/09/2024 16:11:46,
30/09/2024 17:11:45,02/01/2025,"Demand - Cold, (excluding interconnector and storage)",358.557588570909,30/09/2024 16:11:46,
30/09/2024 17:11:45,03/01/2025,"Demand - Cold, (excluding interconnector and storage)",369.638684293636,30/09/2024 16:11:46,
30/09/2024 17:11:45,04/01/2025,"Demand - Cold, (excluding interconnector and storage)",344.029797073455,30/09/2024 16:11:46,
30/09/2024 17:11:45,05/01/2025,"Demand - Cold, (excluding interconnector and storage)",341.824413131818,30/09/2024 16:11:46,
30/09/2024 17:11:45,06/01/2025,"Demand - Cold, (excluding interconnector and storage)",377.809212573727,30/09/2024 16:11:46,
30/09/2024 17:11:45,07/01/2025,"Demand - Cold, (excluding interconnector and storage)",379.498394043636,30/09/2024 16:11:46,
30/09/2024 17:11:45,08/01/2025,"Demand - Cold, (excluding interconnector and storage)",381.321542466,30/09/2024 16:11:46,
30/09/2024 17:11:45,09/01/2025,"Demand - Cold, (excluding interconnector and storage)",383.149823946727,30/09/2024 16:11:46,
30/09/2024 17:11:45,10/01/2025,"Demand - Cold, (excluding interconnector and storage)",380.553861858,30/09/2024 16:11:46,
30/09/2024 17:11:45,11/01/2025,"Demand - Cold, (excluding interconnector and storage)",353.801723183636,30/09/2024 16:11:46,
30/09/2024 17:11:45,12/01/2025,"Demand - Cold, (excluding interconnector and storage)",351.475284759818,30/09/2024 16:11:46,
30/09/2024 17:11:45,13/01/2025,"Demand - Cold, (excluding interconnector and storage)",387.202921489455,30/09/2024 16:11:46,
30/09/2024 17:11:45,14/01/2025,"Demand - Cold, (excluding interconnector and storage)",387.221681348,30/09/2024 16:11:46,
30/09/2024 17:11:45,15/01/2025,"Demand - Cold, (excluding interconnector and storage)",387.128423329818,30/09/2024 16:11:46,
30/09/2024 17:11:45,16/01/2025,"Demand - Cold, (excluding interconnector and storage)",386.120600263636,30/09/2024 16:11:46,
30/09/2024 17:11:45,17/01/2025,"Demand - Cold, (excluding interconnector and storage)",381.017618165273,30/09/2024 16:11:46,
30/09/2024 17:11:45,18/01/2025,"Demand - Cold, (excluding interconnector and storage)",351.425187747727,30/09/2024 16:11:46,
30/09/2024 17:11:45,19/01/2025,"Demand - Cold, (excluding interconnector and storage)",346.324310417818,30/09/2024 16:11:46,
30/09/2024 17:11:45,20/01/2025,"Demand - Cold, (excluding interconnector and storage)",380.670433385455,30/09/2024 16:11:46,
30/09/2024 17:11:45,21/01/2025,"Demand - Cold, (excluding interconnector and storage)",378.915311789091,30/09/2024 16:11:46,
30/09/2024 17:11:45,22/01/2025,"Demand - Cold, (excluding interconnector and storage)",377.500609234545,30/09/2024 16:11:46,
30/09/2024 17:11:45,23/01/2025,"Demand - Cold, (excluding interconnector and storage)",375.950759021182,30/09/2024 16:11:46,
30/09/2024 17:11:45,24/01/2025,"Demand - Cold, (excluding interconnector and storage)",370.901737341818,30/09/2024 16:11:46,
30/09/2024 17:11:45,25/01/2025,"Demand - Cold, (excluding interconnector and storage)",341.98122814,30/09/2024 16:11:46,
30/09/2024 17:11:45,26/01/2025,"Demand - Cold, (excluding interconnector and storage)",337.645691844,30/09/2024 16:11:46,
30/09/2024 17:11:45,27/01/2025,"Demand - Cold, (excluding interconnector and storage)",373.15377387,30/09/2024 16:11:46,
30/09/2024 17:11:45,28/01/2025,"Demand - Cold, (excluding interconnector and storage)",373.214411145909,30/09/2024 16:11:46,
30/09/2024 17:11:45,29/01/2025,"Demand - Cold, (excluding interconnector and storage)",373.106543854091,30/09/2024 16:11:46,
30/09/2024 17:11:45,30/01/2025,"Demand - Cold, (excluding interconnector and storage)",374.080125125636,30/09/2024 16:11:46,
30/09/2024 17:11:45,31/01/2025,"Demand - Cold, (excluding interconnector and storage)",370.295374894364,30/09/2024 16:11:46,
30/09/2024 17:11:45,01/02/2025,"Demand - Cold, (excluding interconnector and storage)",342.903428993091,30/09/2024 16:11:46,
30/09/2024 17:11:45,02/02/2025,"Demand - Cold, (excluding interconnector and storage)",340.198726631,30/09/2024 16:11:46,
30/09/2024 17:11:45,03/02/2025,"Demand - Cold, (excluding interconnector and storage)",377.704336500545,30/09/2024 16:11:46,
30/09/2024 17:11:45,04/02/2025,"Demand - Cold, (excluding interconnector and storage)",378.892767397273,30/09/2024 16:11:46,
30/09/2024 17:11:45,05/02/2025,"Demand - Cold, (excluding interconnector and storage)",379.781912078273,30/09/2024 16:11:46,
30/09/2024 17:11:45,06/02/2025,"Demand - Cold, (excluding interconnector and storage)",380.550490158636,30/09/2024 16:11:46,
30/09/2024 17:11:45,07/02/2025,"Demand - Cold, (excluding interconnector and storage)",376.888321837818,30/09/2024 16:11:46,
30/09/2024 17:11:45,08/02/2025,"Demand - Cold, (excluding interconnector and storage)",348.271076249364,30/09/2024 16:11:46,
30/09/2024 17:11:45,09/02/2025,"Demand - Cold, (excluding interconnector and storage)",344.594773055636,30/09/2024 16:11:46,
30/09/2024 17:11:45,10/02/2025,"Demand - Cold, (excluding interconnector and storage)",382.083988624091,30/09/2024 16:11:46,
30/09/2024 17:11:45,11/02/2025,"Demand - Cold, (excluding interconnector and storage)",381.309419986545,30/09/2024 16:11:46,
30/09/2024 17:11:45,12/02/2025,"Demand - Cold, (excluding interconnector and storage)",380.833539622545,30/09/2024 16:11:46,
30/09/2024 17:11:45,13/02/2025,"Demand - Cold, (excluding interconnector and storage)",379.673269697545,30/09/2024 16:11:46,
30/09/2024 17:11:45,14/02/2025,"Demand - Cold, (excluding interconnector and storage)",373.254715246,30/09/2024 16:11:46,
30/09/2024 17:11:45,15/02/2025,"Demand - Cold, (excluding interconnector and storage)",342.820941734546,30/09/2024 16:11:46,
30/09/2024 17:11:45,16/02/2025,"Demand - Cold, (excluding interconnector and storage)",337.269431447818,30/09/2024 16:11:46,
30/09/2024 17:11:45,17/02/2025,"Demand - Cold, (excluding interconnector and storage)",372.043827553818,30/09/2024 16:11:46,
30/09/2024 17:11:45,18/02/2025,"Demand - Cold, (excluding interconnector and storage)",369.983419621636,30/09/2024 16:11:46,
30/09/2024 17:11:45,19/02/2025,"Demand - Cold, (excluding interconnector and storage)",368.437770739727,30/09/2024 16:11:46,
30/09/2024 17:11:45,20/02/2025,"Demand - Cold, (excluding interconnector and storage)",366.920148869091,30/09/2024 16:11:46,
30/09/2024 17:11:45,21/02/2025,"Demand - Cold, (excluding interconnector and storage)",360.929102530636,30/09/2024 16:11:46,
30/09/2024 17:11:45,22/02/2025,"Demand - Cold, (excluding interconnector and storage)",332.377546433364,30/09/2024 16:11:46,
30/09/2024 17:11:45,23/02/2025,"Demand - Cold, (excluding interconnector and storage)",328.328855868545,30/09/2024 16:11:46,
30/09/2024 17:11:45,24/02/2025,"Demand - Cold, (excluding interconnector and storage)",362.814847125545,30/09/2024 16:11:46,
30/09/2024 17:11:45,25/02/2025,"Demand - Cold, (excluding interconnector and storage)",361.795210038364,30/09/2024 16:11:46,
30/09/2024 17:11:45,26/02/2025,"Demand - Cold, (excluding interconnector and storage)",360.961623246909,30/09/2024 16:11:46,
30/09/2024 17:11:45,27/02/2025,"Demand - Cold, (excluding interconnector and storage)",360.008646104727,30/09/2024 16:11:46,
30/09/2024 17:11:45,28/02/2025,"Demand - Cold, (excluding interconnector and storage)",353.927491496364,30/09/2024 16:11:46,
30/09/2024 17:11:45,01/03/2025,"Demand - Cold, (excluding interconnector and storage)",324.879754844182,30/09/2024 16:11:46,
30/09/2024 17:11:45,02/03/2025,"Demand - Cold, (excluding interconnector and storage)",320.084954962364,30/09/2024 16:11:46,
30/09/2024 17:11:45,03/03/2025,"Demand - Cold, (excluding interconnector and storage)",351.722572641818,30/09/2024 16:11:46,
30/09/2024 17:11:45,04/03/2025,"Demand - Cold, (excluding interconnector and storage)",349.185176920909,30/09/2024 16:11:46,
30/09/2024 17:11:45,05/03/2025,"Demand - Cold, (excluding interconnector and storage)",346.621692407273,30/09/2024 16:11:46,
30/09/2024 17:11:45,06/03/2025,"Demand - Cold, (excluding interconnector and storage)",344.112901063636,30/09/2024 16:11:46,
30/09/2024 17:11:45,07/03/2025,"Demand - Cold, (excluding interconnector and storage)",337.613074905818,30/09/2024 16:11:46,
30/09/2024 17:11:45,08/03/2025,"Demand - Cold, (excluding interconnector and storage)",309.229759571273,30/09/2024 16:11:46,
30/09/2024 17:11:45,09/03/2025,"Demand - Cold, (excluding interconnector and storage)",304.118020398182,30/09/2024 16:11:46,
